,Start,End,Sleep quality,Time in bed,Wake up,Sleep Notes,Heart rate,Activity (steps)
636,2017-04-26 22:25:19,2017-04-27 06:32:18,68%,8:06,,Drank coffee:Drank tea:Worked out,60.60493827160494,7337
637,2017-04-27 22:48:26,2017-04-28 06:40:19,64%,7:51,,Drank coffee:Drank tea:Worked out,60.60493827160494,6551
638,2017-04-28 23:39:58,2017-04-29 08:17:11,90%,8:37,,Drank coffee:Drank tea:Stressful day,60.60493827160494,3357
639,2017-04-29 23:39:22,2017-04-30 07:23:20,74%,7:43,,Drank coffee:Drank tea,60.60493827160494,2668
640,2017-04-30 22:28:38,2017-05-01 06:16:14,72%,7:47,,Drank coffee:Drank tea:Worked out,60.60493827160494,7491
641,2017-05-01 22:00:53,2017-05-02 06:17:03,74%,8:16,,Drank coffee:Drank tea:Worked out,60.60493827160494,11475
642,2017-05-02 21:47:56,2017-05-03 06:04:42,77%,8:16,,Drank coffee:Drank tea:Worked out,60.60493827160494,4810
643,2017-05-03 22:59:05,2017-05-04 06:20:50,59%,7:21,,Drank coffee:Drank tea:Worked out,60.60493827160494,6932
644,2017-05-04 22:37:37,2017-05-05 06:10:20,73%,7:32,,Drank coffee:Drank tea:Worked out,60.60493827160494,5954
645,2017-05-06 00:25:02,2017-05-06 07:45:11,83%,7:20,,Drank coffee:Drank tea:Worked out,60.60493827160494,11070
646,2017-05-07 21:51:42,2017-05-08 06:10:11,81%,8:18,,Drank coffee,60.60493827160494,4310
647,2017-05-08 22:28:29,2017-05-09 06:11:31,66%,7:43,,Drank coffee:Drank tea:Worked out,60.60493827160494,8598
648,2017-05-09 23:33:31,2017-05-10 06:03:03,64%,6:29,,Drank coffee:Drank tea:Worked out,60.60493827160494,6073
649,2017-05-10 06:04:51,2017-05-10 07:45:36,18%,1:40,,,60.60493827160494,0
650,2017-05-10 22:43:36,2017-05-11 06:16:14,82%,7:32,,Drank coffee:Drank tea,60.60493827160494,2854
651,2017-05-11 21:52:42,2017-05-12 06:40:09,95%,8:47,,Drank coffee:Drank tea:Worked out,60.60493827160494,4280
652,2017-05-13 00:42:34,2017-05-13 07:41:35,73%,6:59,,Drank coffee:Drank tea:Worked out,60.60493827160494,4068
653,2017-05-14 00:04:29,2017-05-14 08:11:13,73%,8:06,,Drank tea,60.60493827160494,3298
654,2017-05-14 21:57:30,2017-05-15 06:20:25,77%,8:22,,Drank coffee:Drank tea,60.60493827160494,3958
655,2017-05-15 22:55:59,2017-05-16 06:30:17,75%,7:34,,Drank coffee:Drank tea:Worked out,60.60493827160494,7661
656,2017-05-16 22:41:34,2017-05-17 06:17:58,73%,7:36,,Drank tea,60.60493827160494,1865
657,2017-05-17 22:44:16,2017-05-18 06:40:48,90%,7:56,,Drank coffee:Drank tea:Worked out,60.60493827160494,6764
658,2017-05-18 23:17:42,2017-05-19 06:27:47,88%,7:10,,Drank coffee:Drank tea:Stressful day:Worked out,60.60493827160494,82
659,2017-05-20 01:04:03,2017-05-20 08:56:08,73%,7:52,,Drank coffee:Drank tea:Worked out,60.60493827160494,5606
660,2017-05-22 22:29:18,2017-05-23 07:35:39,90%,9:06,,Drank tea:Worked out,60.60493827160494,8858
661,2017-05-24 00:14:39,2017-05-24 07:46:48,70%,7:32,,Drank coffee:Worked out,60.60493827160494,14276
662,2017-05-24 22:09:30,2017-05-25 06:37:45,82%,8:28,,Drank tea:Worked out,60.60493827160494,3884
663,2017-05-25 22:19:48,2017-05-26 06:24:25,73%,8:04,,Drank tea:Worked out,60.60493827160494,4565
664,2017-05-28 00:18:11,2017-05-28 08:01:15,81%,7:43,,Drank coffee:Worked out,60.60493827160494,3770
665,2017-05-28 22:37:11,2017-05-29 06:18:28,75%,7:41,,Drank coffee,60.60493827160494,1450
666,2017-05-29 22:28:43,2017-05-30 06:11:10,88%,7:42,,Drank coffee:Stressful day:Worked out,60.60493827160494,7711
667,2017-05-30 21:59:14,2017-05-31 06:20:27,75%,8:21,,Ate late:Drank coffee:Worked out,60.60493827160494,6430
668,2017-05-31 22:26:34,2017-06-01 05:45:50,86%,7:19,,Drank coffee:Drank tea:Worked out,60.60493827160494,6964
669,2017-06-01 22:59:29,2017-06-02 06:40:30,80%,7:41,,Drank coffee:Drank tea:Worked out,60.60493827160494,4562
670,2017-06-02 22:05:31,2017-06-03 06:11:20,69%,8:05,,Drank coffee:Drank tea,60.60493827160494,1867
671,2017-06-03 21:56:57,2017-06-04 07:13:29,72%,9:16,,Drank coffee:Worked out,60.60493827160494,8205
672,2017-06-04 23:14:35,2017-06-05 06:21:14,67%,7:06,,Drank coffee,60.60493827160494,6705
673,2017-06-05 22:30:09,2017-06-06 06:17:34,74%,7:47,,Drank coffee:Worked out,60.60493827160494,7820
674,2017-06-06 21:38:46,2017-06-07 05:53:29,76%,8:14,,Drank coffee:Drank tea:Stressful day:Worked out,60.60493827160494,5391
675,2017-06-07 22:54:08,2017-06-08 06:34:25,41%,7:40,,Drank coffee:Drank tea:Worked out,60.60493827160494,10542
676,2017-06-08 21:47:22,2017-06-09 06:17:26,70%,8:30,,Drank tea,60.60493827160494,255
677,2017-06-10 00:07:56,2017-06-10 07:55:35,67%,7:47,,,60.60493827160494,10427
678,2017-06-11 22:18:20,2017-06-12 06:10:31,78%,7:52,,,60.60493827160494,6507
679,2017-06-12 21:44:54,2017-06-13 06:17:41,93%,8:32,,,60.60493827160494,10373
680,2017-06-13 22:18:02,2017-06-14 06:12:15,74%,7:54,,,60.60493827160494,9204
681,2017-06-14 22:34:54,2017-06-15 06:13:20,68%,7:38,,,60.60493827160494,5027
682,2017-06-15 22:19:07,2017-06-16 06:07:14,76%,7:48,,,60.60493827160494,7106
683,2017-06-18 05:01:21,2017-06-18 07:34:55,31%,2:33,,,60.60493827160494,12153
684,2017-06-18 07:35:10,2017-06-18 08:09:18,7%,0:34,,,60.60493827160494,804
685,2017-06-18 22:22:20,2017-06-19 06:02:19,66%,7:39,,,60.60493827160494,5251
686,2017-06-19 22:57:14,2017-06-20 06:24:06,70%,7:26,,,60.60493827160494,6672
687,2017-06-20 22:31:36,2017-06-21 06:15:06,77%,7:43,,,60.60493827160494,7007
688,2017-06-21 06:16:05,2017-06-21 07:03:46,10%,0:47,,,60.60493827160494,0
689,2017-06-21 22:32:49,2017-06-22 06:10:27,72%,7:37,,,60.60493827160494,4898
690,2017-06-22 23:37:40,2017-06-23 06:38:08,59%,7:00,,,60.60493827160494,7064
691,2017-06-23 23:26:37,2017-06-24 07:11:05,74%,7:44,,,60.60493827160494,114
692,2017-06-25 22:08:35,2017-06-26 06:18:46,83%,8:10,,,60.60493827160494,3403
693,2017-06-26 21:24:01,2017-06-27 06:15:53,90%,8:51,,,60.60493827160494,6043
694,2017-06-27 21:52:15,2017-06-28 06:33:17,86%,8:41,,,60.60493827160494,8946
695,2017-06-28 21:53:16,2017-06-29 06:21:30,69%,8:28,,,60.60493827160494,7778
696,2017-06-29 22:32:41,2017-06-30 06:33:05,77%,8:00,,,60.60493827160494,5510
697,2017-07-03 00:31:28,2017-07-03 07:44:16,81%,7:12,,,60.60493827160494,17770
698,2017-07-03 22:37:36,2017-07-04 06:18:46,73%,7:41,,,60.60493827160494,10604
699,2017-07-04 22:07:02,2017-07-05 05:55:45,74%,7:48,,,60.60493827160494,7474
700,2017-07-05 21:48:16,2017-07-06 05:43:17,66%,7:55,,,60.60493827160494,6430
701,2017-07-06 22:33:57,2017-07-07 06:31:01,73%,7:57,,,60.60493827160494,11076
702,2017-07-09 22:36:36,2017-07-10 05:59:34,70%,7:22,,,60.60493827160494,12647
703,2017-07-10 22:25:58,2017-07-11 06:01:00,74%,7:35,,,60.60493827160494,4260
704,2017-07-11 21:39:56,2017-07-12 06:06:25,65%,8:26,,,60.60493827160494,5504
705,2017-07-12 23:12:08,2017-07-13 06:25:50,67%,7:13,,,60.60493827160494,6915
706,2017-07-13 22:30:55,2017-07-14 06:45:43,81%,8:14,,,60.60493827160494,3919
707,2017-07-15 01:10:44,2017-07-15 07:54:40,78%,6:43,,,60.60493827160494,5342
708,2017-07-16 02:12:50,2017-07-16 07:53:21,69%,5:40,,,60.60493827160494,3739
709,2017-07-16 22:08:10,2017-07-17 06:25:30,70%,8:17,,,60.60493827160494,5925
710,2017-07-17 22:51:14,2017-07-18 06:17:36,71%,7:26,,,60.60493827160494,4840
711,2017-07-18 22:00:00,2017-07-19 06:39:58,84%,8:39,,,60.60493827160494,5157
712,2017-07-19 21:45:40,2017-07-20 05:55:33,87%,8:09,,,60.60493827160494,4336
713,2017-07-22 01:06:17,2017-07-22 07:54:35,68%,6:48,,,60.60493827160494,135
714,2017-07-22 23:13:07,2017-07-23 07:10:13,78%,7:57,,,60.60493827160494,5579
715,2017-07-23 21:57:52,2017-07-24 05:49:17,84%,7:51,,,60.60493827160494,3901
716,2017-07-25 05:34:23,2017-07-25 05:55:30,5%,0:21,,,60.60493827160494,6485
717,2017-07-25 22:04:25,2017-07-26 05:48:19,87%,7:43,,,60.60493827160494,5451
718,2017-07-26 22:29:46,2017-07-27 06:05:30,74%,7:35,,,60.60493827160494,2899
719,2017-07-27 21:53:02,2017-07-28 05:50:03,51%,7:57,,,60.60493827160494,1552
720,2017-07-28 23:29:02,2017-07-29 06:22:28,38%,6:53,,,60.60493827160494,5221
721,2017-07-29 22:00:52,2017-07-30 06:50:26,72%,8:49,,,60.60493827160494,3834
722,2017-07-30 23:20:22,2017-07-31 06:33:10,89%,7:12,,,60.60493827160494,1018
723,2017-07-31 22:39:28,2017-08-01 06:19:20,82%,7:39,,,60.60493827160494,1837
724,2017-08-01 23:15:08,2017-08-02 06:10:05,77%,6:54,,,60.60493827160494,893
725,2017-08-02 22:32:50,2017-08-03 06:06:01,81%,7:33,,,60.60493827160494,5280
726,2017-08-03 23:14:21,2017-08-04 06:32:32,80%,7:18,,,60.60493827160494,3584
727,2017-08-04 22:59:14,2017-08-05 07:31:09,76%,8:31,,,60.60493827160494,1114
728,2017-08-05 23:37:59,2017-08-06 07:38:03,81%,8:00,,,60.60493827160494,5152
729,2017-08-06 23:03:23,2017-08-07 08:12:03,99%,9:08,,,60.60493827160494,3045
730,2017-08-07 23:14:29,2017-08-08 07:41:10,73%,8:26,,,60.60493827160494,2429
731,2017-08-08 22:34:04,2017-08-09 06:05:52,81%,7:31,,,60.60493827160494,7187
732,2017-08-09 23:22:48,2017-08-10 05:53:13,59%,6:30,,,60.60493827160494,4488
733,2017-08-12 22:58:37,2017-08-13 06:40:56,79%,7:42,,,60.60493827160494,5541
734,2017-08-13 22:46:18,2017-08-14 05:51:01,58%,7:04,,,60.60493827160494,6246
735,2017-08-14 22:32:46,2017-08-15 05:51:31,67%,7:18,,,60.60493827160494,7940
736,2017-08-15 21:56:15,2017-08-16 06:30:25,83%,8:34,,,60.60493827160494,5029
737,2017-08-16 22:01:52,2017-08-17 05:29:51,81%,7:27,,,60.60493827160494,9185
738,2017-08-17 20:36:10,2017-08-18 04:53:01,35%,8:16,,,60.60493827160494,7581
739,2017-08-25 23:37:21,2017-08-26 06:38:04,30%,7:00,,,60.60493827160494,10605
740,2017-08-27 22:15:33,2017-08-28 07:00:30,94%,8:44,,,60.60493827160494,13476
741,2017-08-28 22:03:24,2017-08-29 07:20:54,82%,9:17,,,60.60493827160494,3921
742,2017-08-30 23:01:16,2017-08-31 06:38:25,74%,7:37,,,60.60493827160494,3332
743,2017-08-31 23:01:05,2017-09-01 07:16:49,81%,8:15,,,60.60493827160494,3001
744,2017-09-01 22:33:45,2017-09-02 07:38:02,89%,9:04,,,60.60493827160494,7268
745,2017-09-03 00:46:32,2017-09-03 08:08:23,81%,7:21,,,60.60493827160494,4835
746,2017-09-03 23:07:20,2017-09-04 07:22:04,84%,8:14,,,60.60493827160494,3230
747,2017-09-04 22:49:42,2017-09-05 06:07:20,59%,7:17,,,60.60493827160494,1333
748,2017-09-05 22:38:20,2017-09-06 06:08:21,81%,7:30,,,60.60493827160494,8922
749,2017-09-06 22:02:41,2017-09-07 06:02:21,79%,7:59,,,60.60493827160494,5095
750,2017-09-07 22:26:23,2017-09-08 06:05:39,77%,7:39,,,60.60493827160494,5470
751,2017-09-09 21:24:16,2017-09-10 06:13:13,74%,8:48,,,60.60493827160494,2257
752,2017-09-11 22:39:00,2017-09-12 06:06:05,56%,7:27,,,60.60493827160494,12094
753,2017-09-12 22:03:48,2017-09-13 06:08:39,86%,8:04,,,60.60493827160494,6059
754,2017-09-13 23:43:45,2017-09-14 06:32:29,55%,6:48,,,60.60493827160494,6075
755,2017-09-14 22:06:34,2017-09-15 06:05:38,79%,7:59,,,60.60493827160494,4400
756,2017-09-16 00:18:13,2017-09-16 08:51:40,91%,8:33,,,60.60493827160494,4880
757,2017-09-17 22:50:59,2017-09-18 06:32:47,71%,7:41,,,60.60493827160494,7213
758,2017-09-18 22:19:43,2017-09-19 06:04:41,69%,7:44,,,60.60493827160494,3640
759,2017-09-19 22:16:47,2017-09-20 06:04:25,76%,7:47,,,60.60493827160494,5184
760,2017-09-20 22:04:28,2017-09-21 06:06:58,65%,8:02,,,60.60493827160494,4443
761,2017-09-21 22:23:28,2017-09-22 06:07:29,72%,7:44,,,60.60493827160494,5242
762,2017-09-24 21:44:24,2017-09-25 05:57:26,80%,8:13,,,60.60493827160494,5142
763,2017-09-25 22:17:38,2017-09-26 06:19:01,73%,8:01,,,60.60493827160494,5050
764,2017-09-26 23:01:43,2017-09-27 05:49:35,66%,6:47,,,60.60493827160494,1706
765,2017-09-27 22:06:02,2017-09-28 06:08:22,83%,8:02,,,60.60493827160494,10076
766,2017-09-28 23:36:21,2017-09-29 06:41:18,75%,7:04,,,60.60493827160494,5320
767,2017-09-29 23:14:44,2017-09-30 08:00:51,80%,8:46,,,60.60493827160494,2809
768,2017-10-01 00:03:39,2017-10-01 07:36:48,79%,7:33,,,60.60493827160494,6235
769,2017-10-01 21:44:19,2017-10-02 06:05:20,69%,8:21,,,60.60493827160494,2757
770,2017-10-02 22:55:18,2017-10-03 06:00:50,76%,7:05,,,60.60493827160494,5551
771,2017-10-03 21:41:07,2017-10-04 06:25:44,96%,8:44,,,60.60493827160494,3729
772,2017-10-04 22:44:21,2017-10-05 06:05:20,75%,7:20,,,60.60493827160494,7101
773,2017-10-05 21:24:20,2017-10-06 04:37:37,76%,7:13,,,60.60493827160494,4906
774,2017-10-06 22:56:47,2017-10-07 07:44:33,55%,8:47,,,60.60493827160494,4507
775,2017-10-07 21:57:55,2017-10-08 08:05:32,71%,10:07,,,60.60493827160494,1588
776,2017-10-09 22:27:21,2017-10-10 06:10:18,79%,7:42,,,60.60493827160494,3951
777,2017-10-10 22:23:41,2017-10-11 06:00:29,80%,7:36,,,60.60493827160494,5912
778,2017-10-11 22:32:30,2017-10-12 06:10:39,71%,7:38,,,60.60493827160494,5314
779,2017-10-12 22:22:18,2017-10-13 06:37:05,79%,8:14,,,60.60493827160494,3240
780,2017-10-13 23:03:57,2017-10-14 08:15:03,88%,9:11,,,60.60493827160494,356
781,2017-10-14 22:58:56,2017-10-15 07:24:01,80%,8:25,,,60.60493827160494,388
782,2017-10-15 22:47:15,2017-10-16 05:56:41,69%,7:09,,,60.60493827160494,4287
783,2017-10-16 21:51:31,2017-10-17 06:01:21,74%,8:09,,,60.60493827160494,7129
784,2017-10-17 21:41:00,2017-10-18 06:02:24,78%,8:21,,,60.60493827160494,3342
785,2017-10-19 00:01:27,2017-10-19 06:02:24,60%,6:00,,,60.60493827160494,4074
786,2017-10-19 21:13:33,2017-10-20 06:14:02,100%,9:00,,,60.60493827160494,907
787,2017-10-21 00:05:16,2017-10-21 07:57:15,89%,7:51,,,60.60493827160494,5899
788,2017-10-22 00:25:34,2017-10-22 07:45:57,79%,7:20,,,60.60493827160494,71
789,2017-10-22 21:50:11,2017-10-23 06:00:36,82%,8:10,,,60.60493827160494,5210
790,2017-10-23 22:18:50,2017-10-24 06:01:49,65%,7:42,,,60.60493827160494,6636
791,2017-10-24 22:15:22,2017-10-25 06:06:53,83%,7:51,,,60.60493827160494,5355
792,2017-10-25 21:55:37,2017-10-26 06:00:46,65%,8:05,,,60.60493827160494,4119
793,2017-10-27 01:50:09,2017-10-27 06:51:31,59%,5:01,,,60.60493827160494,5364
794,2017-10-28 22:51:22,2017-10-29 07:51:27,91%,9:00,,,60.60493827160494,1097
795,2017-10-29 22:26:09,2017-10-30 06:00:41,78%,7:34,,,60.60493827160494,1430
796,2017-10-30 22:52:29,2017-10-31 05:43:44,62%,6:51,,,60.60493827160494,7603
797,2017-10-31 23:29:23,2017-11-01 05:02:58,49%,5:33,,,60.60493827160494,9304
798,2017-11-02 21:25:12,2017-11-03 06:21:18,74%,8:56,,,60.60493827160494,5051
799,2017-11-03 23:23:48,2017-11-04 07:26:48,89%,8:02,,,60.60493827160494,787
800,2017-11-05 22:30:18,2017-11-06 06:05:55,70%,7:35,,,60.60493827160494,5504
801,2017-11-06 22:08:49,2017-11-07 05:58:38,75%,7:49,,,60.60493827160494,3709
802,2017-11-07 21:01:59,2017-11-08 05:45:28,90%,8:43,,,60.60493827160494,144
803,2017-11-08 23:11:50,2017-11-09 06:30:07,76%,7:18,,,60.60493827160494,6094
804,2017-11-09 22:04:06,2017-11-10 07:15:12,96%,9:11,,,60.60493827160494,847
805,2017-11-10 23:29:46,2017-11-11 07:21:04,83%,7:51,,,60.60493827160494,5919
806,2017-11-11 23:06:26,2017-11-12 07:18:05,84%,8:11,,,60.60493827160494,1751
807,2017-11-12 23:39:58,2017-11-13 08:30:57,79%,8:50,,,60.60493827160494,3789
808,2017-11-14 21:16:47,2017-11-15 06:50:55,93%,9:34,,,60.60493827160494,52
809,2017-11-15 21:23:57,2017-11-16 06:51:33,85%,9:27,,,60.60493827160494,27
810,2017-11-16 22:33:27,2017-11-17 06:07:47,80%,7:34,,,60.60493827160494,430
811,2017-11-17 23:08:36,2017-11-18 07:20:32,91%,8:11,,,60.60493827160494,3281
812,2017-11-19 21:58:13,2017-11-20 06:02:13,82%,8:04,,,60.60493827160494,4153
813,2017-11-20 22:26:32,2017-11-21 06:00:14,86%,7:33,,,60.60493827160494,6494
814,2017-11-21 22:26:00,2017-11-22 05:57:08,68%,7:31,,,60.60493827160494,9426
815,2017-11-22 22:34:51,2017-11-23 06:01:17,80%,7:26,,,60.60493827160494,7565
816,2017-11-23 22:56:54,2017-11-24 06:30:05,80%,7:33,,,60.60493827160494,5735
817,2017-11-25 23:14:12,2017-11-26 08:19:42,100%,9:05,,,60.60493827160494,5116
818,2017-11-26 22:10:04,2017-11-27 06:05:57,63%,7:55,,,60.60493827160494,27
819,2017-11-27 22:36:02,2017-11-28 05:58:49,73%,7:22,,,60.60493827160494,0
820,2017-11-28 22:54:56,2017-11-29 06:09:22,80%,7:14,,,60.60493827160494,6417
821,2017-11-29 22:33:33,2017-11-30 06:26:26,83%,7:52,,,60.60493827160494,0
822,2017-11-30 20:54:34,2017-12-01 05:55:40,77%,9:01,,,60.60493827160494,0
823,2017-12-03 23:10:31,2017-12-04 06:15:51,63%,7:05,,,60.60493827160494,3400
824,2017-12-04 21:20:58,2017-12-05 05:50:36,70%,8:29,,,60.60493827160494,6015
825,2017-12-05 22:56:23,2017-12-06 06:15:35,68%,7:19,,,60.60493827160494,3179
826,2017-12-06 21:56:53,2017-12-07 05:50:15,63%,7:53,,,60.60493827160494,6346
827,2017-12-07 22:04:25,2017-12-08 06:31:39,82%,8:27,,,60.60493827160494,218
828,2017-12-09 23:39:39,2017-12-10 08:15:38,95%,8:35,,,60.60493827160494,0
829,2017-12-10 22:16:12,2017-12-11 06:06:04,70%,7:49,,,60.60493827160494,96
830,2017-12-11 21:47:09,2017-12-12 05:57:00,68%,8:09,,,60.60493827160494,7339
831,2017-12-12 22:09:55,2017-12-13 05:55:21,72%,7:45,,,60.60493827160494,6970
832,2017-12-14 22:47:44,2017-12-15 05:51:51,60%,7:04,,,60.60493827160494,1566
833,2017-12-17 21:35:13,2017-12-18 06:08:30,80%,8:33,,,60.60493827160494,5184
834,2017-12-18 21:39:40,2017-12-19 06:05:47,79%,8:26,,,60.60493827160494,75
835,2017-12-19 22:05:48,2017-12-20 06:25:53,79%,8:20,,,60.60493827160494,3088
836,2017-12-20 21:30:02,2017-12-21 05:52:44,59%,8:22,,,60.60493827160494,4553
837,2017-12-21 22:10:42,2017-12-22 06:55:22,75%,8:44,,,60.60493827160494,1306
838,2017-12-26 21:19:56,2017-12-27 07:55:33,97%,10:35,,,60.60493827160494,373
839,2017-12-29 00:06:23,2017-12-29 07:57:09,75%,7:50,,,60.60493827160494,5168
840,2017-12-29 22:00:17,2017-12-30 08:08:59,75%,10:08,,,60.60493827160494,61
841,2018-01-01 21:30:48,2018-01-02 05:56:47,81%,8:25,,,60.60493827160494,2544
842,2018-01-02 22:31:35,2018-01-03 05:48:52,76%,7:17,,,60.60493827160494,475
843,2018-01-03 20:28:55,2018-01-04 03:40:00,0%,0:00,,,60.60493827160494,47
844,2018-01-04 22:19:49,2018-01-05 07:25:32,91%,9:05,,,60.60493827160494,5064
845,2018-01-06 23:13:54,2018-01-07 08:00:24,86%,8:46,,,60.60493827160494,2101
846,2018-01-07 22:09:01,2018-01-08 06:10:31,83%,8:01,,,60.60493827160494,1334
847,2018-01-08 22:53:56,2018-01-09 05:45:45,77%,6:51,,,60.60493827160494,2262
848,2018-01-09 22:22:48,2018-01-10 06:23:50,90%,8:01,,,60.60493827160494,4529
849,2018-01-10 21:31:25,2018-01-11 05:10:18,71%,7:38,,,60.60493827160494,6224
850,2018-01-11 21:54:18,2018-01-12 05:01:11,70%,7:06,,,60.60493827160494,47
851,2018-01-12 21:50:07,2018-01-13 07:38:38,70%,9:48,,,60.60493827160494,6296
852,2018-01-13 22:07:20,2018-01-14 07:09:23,64%,9:02,,,60.60493827160494,2405
853,2018-01-14 22:02:09,2018-01-15 05:50:20,73%,7:48,,,60.60493827160494,9237
854,2018-01-15 22:45:03,2018-01-16 06:00:21,79%,7:15,,,60.60493827160494,2818
855,2018-01-16 22:09:46,2018-01-17 06:01:27,71%,7:51,,,60.60493827160494,5752
856,2018-01-17 22:45:11,2018-01-18 06:12:22,84%,7:27,,,60.60493827160494,6631
857,2018-01-18 22:46:26,2018-01-19 06:48:42,59%,8:02,,,60.60493827160494,9516
858,2018-01-19 22:21:24,2018-01-20 08:22:57,71%,10:01,,,60.60493827160494,4454
859,2018-01-20 23:44:10,2018-01-21 07:01:39,67%,7:17,,,60.60493827160494,7253
860,2018-01-21 22:04:55,2018-01-22 06:01:48,84%,7:56,,,60.60493827160494,22
861,2018-01-22 23:15:57,2018-01-23 06:00:31,66%,6:44,,,60.60493827160494,2334
862,2018-01-23 21:41:50,2018-01-24 06:00:37,73%,8:18,,,60.60493827160494,2867
863,2018-01-24 20:58:39,2018-01-25 06:02:13,84%,9:03,,,60.60493827160494,4881
864,2018-01-25 23:17:03,2018-01-26 06:00:13,72%,6:43,,,60.60493827160494,2149
865,2018-01-26 22:13:41,2018-01-27 07:20:56,92%,9:07,,,60.60493827160494,1720
866,2018-01-28 01:21:47,2018-01-28 08:49:01,81%,7:27,,,60.60493827160494,6518
867,2018-01-28 21:30:54,2018-01-29 05:00:20,69%,7:29,,,60.60493827160494,29
868,2018-01-29 21:37:33,2018-01-30 06:01:01,79%,8:23,,,60.60493827160494,107
869,2018-01-30 22:18:44,2018-01-31 06:03:00,77%,7:44,,,60.60493827160494,5277
870,2018-01-31 22:29:56,2018-02-01 06:02:18,72%,7:32,,,60.60493827160494,1325
871,2018-02-01 21:25:06,2018-02-02 06:45:43,80%,9:20,,,60.60493827160494,3319
872,2018-02-03 02:20:39,2018-02-03 07:44:10,65%,5:23,,,60.60493827160494,4810
873,2018-02-03 08:32:14,2018-02-03 09:08:44,8%,0:36,,,60.60493827160494,166
874,2018-02-03 22:29:00,2018-02-04 07:37:14,96%,9:08,,,60.60493827160494,362
875,2018-02-04 23:09:25,2018-02-05 06:01:30,72%,6:52,,,60.60493827160494,2528
876,2018-02-05 22:02:05,2018-02-06 06:00:17,78%,7:58,,,60.60493827160494,7982
877,2018-02-06 21:44:05,2018-02-07 06:12:59,82%,8:28,,,60.60493827160494,5039
878,2018-02-07 23:18:52,2018-02-08 06:48:07,73%,7:29,,,60.60493827160494,2435
879,2018-02-08 22:41:38,2018-02-09 06:00:24,93%,7:18,,,60.60493827160494,68
880,2018-02-09 23:07:55,2018-02-10 07:26:34,76%,8:18,,,60.60493827160494,5598
881,2018-02-11 22:44:25,2018-02-12 07:08:28,91%,8:24,,,60.60493827160494,1901
882,2018-02-12 21:54:14,2018-02-13 07:02:15,91%,9:08,,,60.60493827160494,56
883,2018-02-13 23:49:19,2018-02-14 07:00:53,81%,7:11,,,60.60493827160494,64
884,2018-02-14 21:24:05,2018-02-15 06:20:52,71%,8:56,,,60.60493827160494,3316
885,2018-02-15 21:36:32,2018-02-16 06:50:31,80%,9:13,,,60.60493827160494,6555
886,2018-02-16 22:52:29,2018-02-17 07:48:04,91%,8:55,,,60.60493827160494,2291
